Mod:Item:MetaData, Localized Name
aoa3:expedition_legs, Поножи Экспедиции
aoa3:expedition_chestplate, Нагрудник Экспедиции
aoa3:expedition_helmet, Шлем Экспедиции
aoa3:explosive_boots, Взрывные ботинки
aoa3:explosive_legs, Взрывные поножи
aoa3:explosive_chestplate, Взрывной нагрудник
aoa3:explosive_helmet, Взрывной шлем
aoa3:extraction_boots, Ботинки добычи
aoa3:extraction_legs, Поножи добычи
aoa3:extraction_chestplate, Нагрудник добычи
aoa3:extraction_helmet, Шлем добычи
aoa3:foraging_boots, Ботинки собирательства
aoa3:foraging_legs, Поножи собирательства
aoa3:foraging_chestplate, Нагрудник собирательства
aoa3:foraging_helmet, Шлем собирательства
aoa3:fungal_boots, Грибковые ботинки
aoa3:fungal_legs, Грибковые поножи
aoa3:fungal_chestplate, Грибковый нагрудник
aoa3:fungal_helmet, Грибковый шлем
aoa3:ghastly_boots, Жуткие ботинки
aoa3:ghastly_legs, Жуткие поножи
aoa3:ghastly_chestplate, Жуткий нагрудник
aoa3:ghastly_helmet, Жуткий шлем
aoa3:ghoulish_boots, Омерзительные ботинки
aoa3:ghoulish_legs, Омерзительные поножи
aoa3:ghoulish_chestplate, Омерзительный нагрудник
aoa3:ghoulish_helmet, Омерзительный шлем
aoa3:hauling_boots, Ботинки улова
aoa3:hauling_legs, Поножи улова
aoa3:hauling_chestplate, Нагрудник улова
aoa3:hauling_helmet, Шлем улова 
aoa3:hazmat_boots, Химзащитные ботинки
aoa3:hazmat_legs, Химзащитные поножи
aoa3:hazmat_chestplate, Химзащитный нагрудник
aoa3:hazmat_helmet, Химзащитный шлем
aoa3:hunter_boots, Ботинки охотника
aoa3:hunter_legs, Поножи охотника
aoa3:hunter_chestplate, Нагрудник охотника
aoa3:hunter_helmet, Шлем охотника
aoa3:hydrangic_boots, Удобрящие ботинки
aoa3:hydrangic_legs, Удобрящие поножи
aoa3:hydrangic_chestplate, Удобрящий нагрудник
aoa3:hydrangic_helmet, Удобрящий шлем
aoa3:hydroplate_boots, Гидропластиновые ботинки
aoa3:hydroplate_legs, Гидропластиновые поножи
aoa3:hydroplate_chestplate, Гидропластиновый нагрудник
aoa3:hydroplate_helmet, Гидропластиновый шлем
aoa3:ice_boots, Ледяные ботинки
aoa3:ice_legs, Ледяные поножи
aoa3:ice_chestplate, Ледяной нагрудник
aoa3:ice_helmet, Ледяной шлем
aoa3:infernal_boots, Адские ботинки 
aoa3:infernal_legs, Адские поножи
aoa3:infernal_chestplate, Адский нагрудник
aoa3:infernal_helmet, Адский шлем
aoa3:infusion_boots, Ботинки вливания
aoa3:infusion_legs, Поножи вливания
aoa3:infusion_chestplate, Нагрудник вливания
aoa3:infusion_helmet, Шлем вливания
aoa3:innervation_boots, Ботинки иннервации
aoa3:innervation_legs, Поножи иннервации
aoa3:innervation_chestplate, Нагрудник иннервации
aoa3:innervation_helmet, Шлем иннервации
aoa3:knight_boots, Рыцарские ботинки
aoa3:knight_legs, Рыцарские поножи
aoa3:knight_chestplate, Рыцарский нагрудник
aoa3:knight_helmet, Рыцарский шлем
aoa3:logging_boots, Ботинки рубки
aoa3:logging_legs, Поножи рубки
aoa3:logging_chestplate, Нагрудник рубки
aoa3:logging_helmet, Шлем рубки
aoa3:lunar_boots, Лунные ботинки
aoa3:lunar_legs, Лунные поножи
aoa3:lunar_chestplate, Лунный нагрудник
aoa3:lunar_helmet, Лунный шлем
aoa3:lyndamyte_boots, Линдамитовые ботинки
aoa3:lyndamyte_legs, Линдамитовые поножи
aoa3:lyndamyte_chestplate, Линдамитовый нагрудник
aoa3:lyndamyte_helmet, Линдамитовый шлем
aoa3:lyonic_boots, Лионические ботинки
aoa3:lyonic_legs, Лионические поножи
aoa3:lyonic_chestplate, Лионический нагрудник
aoa3:lyonic_helmet, Лионический шлем
aoa3:mercurial_boots, Ртутные ботинки
aoa3:mercurial_legs, Ртутные поножи
aoa3:mercurial_chestplate, Ртутный нагрудник
aoa3:mercurial_helmet, Ртутный шлем
aoa3:necro_boots, Некро ботинки
aoa3:necro_legs, Некро поножи
aoa3:necro_chestplate, Некро нагрудник
aoa3:necro_helmet, Некро шлем
aoa3:nethengeic_boots, Незенгейские ботинки
aoa3:nethengeic_legs, Незенгейские поножи
aoa3:nethengeic_chestplate, Незенгейский нагрудник
aoa3:nethengeic_helmet, Незенгейский шлем
aoa3:nightmare_boots, Кошмарные ботинки
aoa3:nightmare_legs, Кошмарные поножи
aoa3:nightmare_chestplate, Кошмарный нагрудник
aoa3:nightmare_helmet, Кошмарный шлем
aoa3:omni_boots, Всенаправленные ботинки
aoa3:omni_legs, Всенаправленные поножи
aoa3:omni_chestplate, Всенаправленный нагрудник
aoa3:omni_helmet, Всенаправленный шлем
aoa3:phantasm_boots, Фантазм-ботинки
aoa3:phantasm_legs, Фантазм-поножи
aoa3:phantasm_chestplate, Фантазм-нагрудник
aoa3:phantasm_helmet, Фантазм-шлем
aoa3:poison_boots, Ядовитые ботинки
aoa3:poison_legs, Ядовитые поножи
aoa3:poison_chestplate, Ядовитый нагрудник
aoa3:poison_helmet, Ядовитый шлем
aoa3:predatious_boots, Хищные ботинки
aoa3:predatious_legs, Хищные поножи
aoa3:predatious_chestplate, Хищный нагрудник
aoa3:predatious_helmet, Хищный шлем
aoa3:primordial_boots, Первобытные ботинки
aoa3:primordial_legs, Первобытные поножи
aoa3:primordial_chestplate, Первобытный нагрудник
aoa3:primordial_helmet, Первобытный шлем
aoa3:purity_boots, Чистые ботинки
aoa3:purity_legs, Чистые поножи
aoa3:purity_chestplate, Чистый нагрудник
aoa3:purity_helmet, Чистый шлем
aoa3:rockbone_boots, Каменнокостные ботинки
aoa3:rockbone_legs, Каменнокостные поножи
aoa3:rockbone_chestplate, Каменнокостный нагрудник
aoa3:rockbone_helmet, Каменнокостный шлем
aoa3:rosidian_boots, Розидианские ботинки
aoa3:rosidian_legs, Розидианские поножи
aoa3:rosidian_chestplate, Розидианский нагрудник
aoa3:rosidian_helmet, Розидианский шлем
aoa3:runation_boots, Ботинки рунства
aoa3:runation_legs, Поножи рунства
aoa3:runation_chestplate, Нагрудник рунства
aoa3:runation_helmet, Шлем рунства
aoa3:runic_boots, Рунические ботинки
aoa3:runic_legs, Рунические поножи
aoa3:runic_chestplate, Рунический нагрудник
aoa3:runic_helmet, Рунический шлем
aoa3:sharpshot_boots, Снайперские ботинки
aoa3:sharpshot_legs, Снайперские поножи
aoa3:sharpshot_chestplate, Снайперский нагрудник
aoa3:sharpshot_helmet, Снайперский шлем
aoa3:skeletal_boots, Скелетные ботинки
aoa3:skeletal_legs, Скелетные поножи
aoa3:skeletal_chestplate, Скелетный нагрудник
aoa3:skeletal_helmet, Скелетный шлем
aoa3:spaceking_boots, Ботинки космического короля
aoa3:spaceking_legs, Поножи космического короля
aoa3:spaceking_chestplate, Нагрудник космического короля
aoa3:spaceking_helmet, Шлем космического короля
aoa3:speed_boots, Скоростные ботинки
aoa3:speed_legs, Скоростные поножи
aoa3:speed_chestplate, Скоростной нагрудник
aoa3:speed_helmet, Скоростной шлем
aoa3:subterranean_boots, Подземные ботинки
aoa3:subterranean_legs, Подземные поножи
aoa3:subterranean_chestplate, Подземный нагрудник
aoa3:subterranean_helmet, Подземный шлем
aoa3:utopian_boots, Утопические ботинки
aoa3:utopian_legs, Утопические поножи
aoa3:utopian_chestplate, Утопический нагрудник
aoa3:utopian_helmet, Утопический шлем
aoa3:void_boots, Пустотные ботинки
aoa3:void_legs, Пустотные поножи
aoa3:void_chestplate, Пустотный нагрудник
aoa3:void_helmet, Пустотный шлем
aoa3:weaken_boots, Ботинки слабости
aoa3:weaken_legs, Поножи слабости
aoa3:weaken_chestplate, Нагрудник слабости
aoa3:weaken_helmet, Шлем слабости
aoa3:wither_boots, Иссушающие ботинки
aoa3:wither_legs, Иссушающие поножи
aoa3:wither_chestplate, Иссушающий нагрудник
aoa3:wither_helmet, Иссушающий шлем
aoa3:zargonite_boots, Заргонитовые ботинки
aoa3:zargonite_legs, Заргонитовые поножи
aoa3:zargonite_chestplate, Заргонитовый нагрудник
aoa3:zargonite_helmet, Заргонитовый шлем
aoa3:amethyst_sword, Аметистовый меч
aoa3:baron_sword, Баронский меч
aoa3:bloodfury, Кровавое бешенство
aoa3:bloodstone_sword, Кроваво-каменный меч
aoa3:candlefire_sword, Свечной огненный меч
aoa3:caramel_carver, Карамельный резчик
aoa3:coralstorm_sword, Кораллово-штормовой меч
aoa3:creepified_sword, Крипефилдовый меч
aoa3:crystallite_sword, Кристаллитовый меч
aoa3:emberstone_sword, Уголетлеющий меч
aoa3:explochron_sword, Эксплохроновый меч
aoa3:fireborne_sword, Покрытый огнём меч
aoa3:guardians_sword, Меч стража
aoa3:harvester_sword, Меч-сборщик
aoa3:holy_sword, Святой меч
aoa3:illusion_sword, Иллюзионный меч
aoa3:jade_sword, Нефритовый меч
aoa3:legbone_sword, Меч из кости ноги
aoa3:lights_way, Путь света
aoa3:limonite_sword, Лимонитовый меч
aoa3:nethengeic_sword, Незенгейский меч
aoa3:primal_sword, Первобытный меч
aoa3:rockbasher_sword, Каменнобьющий меч
aoa3:rock_pick_sword, Каменно-кирковый меч
aoa3:rosidian_sword, Розидианский меч
aoa3:rosite_sword, Розитный меч
aoa3:runic_sword, Рунический меч
aoa3:sapphire_sword, Сапфировый меч
aoa3:shadow_sword, Тёмный меч
aoa3:shroomus_sword, Меч шромуса
aoa3:skeletal_sword, Скелетный меч
aoa3:supremacy_sword, Превосходный меч
aoa3:sweet_sword, Сладкий меч
aoa3:troll_basher_axe, Топор тролль-убийца
aoa3:ultraflame, Ультра пламя
aoa3:void_sword, Пустотный меч
aoa3:baron_greatblade, Баронское великое лезвие
aoa3:bloodlurker, Кровавый скрытень
aoa3:candy_blade, Конфетное лезвие
aoa3:coral_greatblade, Коралловое великое лезвие
aoa3:cotton_crusher, Сахароватная дробилка
aoa3:creepoid_greatblade, Крипоидное великое лезвие
aoa3:crystal_greatblade, Кристальное великое лезвие
aoa3:erebon_scythe, Коса эребона
aoa3:gods_greatblade, Великое лезвие бога
aoa3:goofy_greatblade, Дурацкое великое лезвие
aoa3:haunted_greatblade, Призрачное великое лезвие
aoa3:knights_guard, Страж рыцаря
aoa3:lelyetian_greatblade, Лелитианское великое лезвие
aoa3:lunar_greatblade, Лунное великое лезвие
aoa3:luxon_scythe, Коса из безмассовой частицы
aoa3:lyonic_greatblade, Лионическое великое лезвие
aoa3:millennium_greatblade, Великое лезвие тысячелетия
aoa3:noxious_greatblade, Ядовитое великое лезвие
aoa3:pluton_scythe, Плутоновая коса
aoa3:primordial_greatblade, Первобытное великое лезвие
aoa3:rosidian_greatblade, Розидианское великое лезвие
aoa3:royal_greatblade, Королевское великое лезвие
aoa3:runic_greatblade, Руническое великое лезвие
aoa3:selyan_scythe, Селянская коса
aoa3:shroomic_greatblade, Грибное великое лезвие
aoa3:shyre_sword, Шир меч
aoa3:subterranean_greatblade, Подземное великое лезвие
aoa3:tidal_greatblade, Приливное великое лезвие
aoa3:underworld_greatblade, Великое лезвие преисподнии
aoa3:coralstone_maul, Кораллово-каменная кувалда
aoa3:crystal_maul, Кристальная кувалда
aoa3:electron_maul, Кувалда-Электрон
aoa3:horizon_maul, Кувалда-горизонт
aoa3:vulcammer_maul, Вулкаммер кувалда
aoa3:abominator, Абоминатор
aoa3:apoco_assault_rifle, Апокалипсисная штурмовая винтовка
aoa3:apoco_rifle, Апокалипсисная винтовка
aoa3:aqua_magnum, Аква-Магнум
aoa3:artifact, Артефакт
aoa3:baronator, Баронатор
aoa3:bayonette_rifle, Штыковая винтовка
aoa3:big_top, Шапито
aoa3:blood_iron, Кровавое железо
aoa3:chain_wrecker, Цепной мародёр
aoa3:chilli_chugger, Чили чаджер
aoa3:clownershot, Клоунершот
aoa3:construct, Конструкт
aoa3:coral_clogger, Коралловый засоритель
aoa3:core_rifle, Основание винтовки
aoa3:crystal_carver, Кристальный резчик
aoa3:cyclone, Циклон
aoa3:darkener, Темнер
aoa3:dart_gun, Дротикомёт
aoa3:destruction_rifle, Разрушительная винтовка
aoa3:discharge_rifle, Разрядная винтовка
aoa3:draco, Драко
aoa3:dragilator, Драгилатор
aoa3:dustometer, Прахосчётчик
aoa3:echo_gull, Эхо галл
aoa3:electinator, Электинатор
aoa3:flame_wrecker, Пламенный мародёр
aoa3:flaming_fury, Пылающее бешенство
aoa3:floro_rifle, Флоро винтовка
aoa3:flowers_fury, Бешенство цветка
aoa3:frosticator, Фростикатор
aoa3:gardener, Садовник
aoa3:gauge_rifle, Калибр
aoa3:germinator, Герминатор
aoa3:golden_fury, Золотое бешенство
aoa3:happy_haunter, Весёлое привидение
aoa3:haunter_rifle, Призрачная винтовка
aoa3:heat_wave, Тепловая жара
aoa3:hiver, Пчеловод
aoa3:hot_shot, Хот-Шот
aoa3:hunters_rifle, Ружьё охотника
aoa3:iominator, Иоминатор
aoa3:ion_revolver, Ион револьвер
aoa3:iro_rifle, Иро винтовка
aoa3:krilinator, Крилинатор
aoa3:light_iron, Световое железо
aoa3:lunar_assault_rifle, Лунная штурмовая винтовка
aoa3:mechanical_assault_rifle, Механическая штурмовая винтовка
aoa3:megagun, Мега оружие
aoa3:miasma, Миазма
aoa3:minigun, Миниган
aoa3:mint_magnum, Мятный магнум
aoa3:mk, MK
aoa3:mk_fung, MK-Фанг
aoa3:nethenette_rifle, Незенетная винтовка
aoa3:nethengeic_slugger, Незенгейский вышибала
aoa3:overshot, Овершот
aoa3:precasian_slugger, Прекасианский вышибала
aoa3:predator, Хищник
aoa3:predigun, Предиган
aoa3:pulsator, Пульсатор
aoa3:purity_rifle, Чистая винтовка
aoa3:rocker_rifle, Винтовка рокера
aoa3:roulette, Рулетка
aoa3:shoe_flinger, Метатель обуви
aoa3:skullette, Скуллетте
aoa3:skullifact, Скуллифакт
aoa3:spectacle, Спектакль
aoa3:spine_gun, Позвоночное оружие
aoa3:squad_gun, Оружие отряда
aoa3:stampede, Паническое бегство
aoa3:stormer, Штормер
aoa3:sublimus, Саблимус
aoa3:tiger_tommy, Тигровый томми
aoa3:tommy, Томми
aoa3:vile_vanquisher, Мерзкий победитель
aoa3:wart_gun, Бородавочное оружие
aoa3:wrecker, Мародёр
aoa3:abyssro, Абиссро
aoa3:amplifier, Усилитель
aoa3:blast_barrel, Взрывное дуло
aoa3:blue_barrel, Синее дуло
aoa3:boulder, Валун
aoa3:brown_blaster, Коричневый бластер
aoa3:demolisher, Разрушитель
aoa3:destruction_shotgun, Разрушительный дробовик
aoa3:discharge_shotgun, Разрядный дробовик
aoa3:gimmick, Трюк
aoa3:ginger_blaster, Имбирный бластер
aoa3:long_shot, Длинный выстрел
aoa3:mechyro, Мехиро
aoa3:purity_shotgun, Чистый дробовик
aoa3:purple_punisher, Фиолетовый каратель
aoa3:red_rocket, Красная ракета
aoa3:vivo, Виво
aoa3:baron_ssr, Баронское оружие снайперской поддержки
aoa3:bayonette_sr, Штыковая SR
aoa3:bolt_rifle, Болтовая винтовка
aoa3:camo_rifle, Камуфляжная винтовка
aoa3:clown_cracker, Дробилка-клоун
aoa3:clownimator, Клоуниматор
aoa3:crystaneer, Кристанер
aoa3:dark_beast, Тёмный зверь
aoa3:deadlock, Тупик
aoa3:decimator, Чистильщик
aoa3:discharge_sniper, Разрядная снайперская винтовка
aoa3:dual_sight, Двойной прицел
aoa3:duster, Пыльник
aoa3:floro500, Флоро500
aoa3:head_hunter, Охотник за головами
aoa3:hive_cracker, Дробилка-улей
aoa3:ka500, Ка500
aoa3:mark_maker, Производитель-Mark
aoa3:mineral, Минерал
aoa3:monster, Монстр
aoa3:moon_maker, Лунный производитель
aoa3:rosid_rifle, Розидная винтовка
aoa3:sabbath, Шабаш
aoa3:sludge_sniper, Шламовое снайперское оружие
aoa3:sweet_tooth, Сладкоежка
aoa3:terminator, Терминатор
aoa3:viper1, Гадюка-1
aoa3:ancient_bomber, Древний подрывник
aoa3:ancient_discharger, Древний разрядник
aoa3:aqua_cannon, Аква-Пушка
aoa3:balloon_bomber, Подрывник воздушных шаров
aoa3:big_blast, Большой взрыв
aoa3:blast_cannon, Взрывная пушка
aoa3:blissful_blast, Счастливый взрыв
aoa3:bomb_launcher, Бомбомёт
aoa3:boom_boom, Бум бум
aoa3:boom_cannon, Пушка-бум
aoa3:boulder_bomber, Валунный бомбомёт
aoa3:bozo_blaster, Болванская пушка
aoa3:bulb_cannon, Лампочная пушка
aoa3:carrot_cannon, Морковная пушка
aoa3:clown_cannon, Клоунская пушка
aoa3:clowno_pulse, Клоуно-импульс
aoa3:coral_cannon, Коралловая пушка
aoa3:discharge_cannon, Разрядная пушка
aoa3:energy_cannon, Энергопушка
aoa3:erebon_stickler, Сторонник эребона
aoa3:floro_rpg, Флоро РПГ
aoa3:flower_cannon, Цветочная пушка
aoa3:fungal_cannon, Грибковая пушка
aoa3:ghast_blaster, Гаст бластер
aoa3:ghoul_cannon, Гуль-пушка
aoa3:giga_cannon, Гига-пушка
aoa3:golder_bomber, Голдер подрывник
aoa3:hive_blaster, Бластер-улей
aoa3:hive_howitzer, Гаубица-улей
aoa3:iro_cannon, Иро пушка
aoa3:jack_funger, Грибной джек
aoa3:jack_rocker, Джек-рокер
aoa3:luxon_stickler, Сторонник из безмассовой частицы
aoa3:mecha_cannon, Механическая пушка
aoa3:mini_cannon, Мини-пушка
aoa3:missile_maker, Ракетный производитель
aoa3:moon_cannon, Лунная пушка
aoa3:pluton_stickler, Плутоновый сторонник
aoa3:predatorian_blaster, Хищный бластер
aoa3:pulse_cannon, Импульсная пушка
aoa3:rpg, РПГ
aoa3:selyan_stickler, Селянский сторонник
aoa3:shadow_blaster, Тёмный бластер
aoa3:shyre_blaster, Шир бластер
aoa3:smile_blaster, Бластер-улыбка
aoa3:super_cannon, Супер-пушка
aoa3:ultra_cannon, Ультра-пушка
aoa3:vox_cannon, Вокс пушка
aoa3:water_balloon_bomber, Водно-воздушный подрывник
aoa3:wither_cannon, Иссушающая пушка
aoa3:grenade, Граната
aoa3:slice_star, Кусочек звезды
aoa3:chakram, Чакра
aoa3:goo_ball, Шарик слизи
aoa3:vulkram, Вулькрам
aoa3:hellfire, Адское пламя
aoa3:runic_bomb, Руническая бомба
aoa3:vulcane, Вулкан
aoa3:battle_vulcane, Вулкан: Бой
aoa3:equality_vulcane, Вулкан: Равенство
aoa3:fire_vulcane, Вулкан: Огонь
aoa3:impairment_vulcane, Вулкан: Нарушение
aoa3:poison_vulcane, Вулкан: Отравление
aoa3:power_vulcane, Вулкан: Сила
aoa3:wither_vulcane, Вулкан: Иссушение
aoa3:alacrity_bow, Лук живости
aoa3:ancient_bow, Древний лук
aoa3:atlantic_bow, Атлантический лук
aoa3:baron_bow, Баронский лук
aoa3:boreic_bow, Боринский лук
aoa3:daybreaker_bow, Лук-рассветник
aoa3:deep_bow, Глубокий лук
aoa3:explosive_bow, Взрывной лук
aoa3:haunted_bow, Призрачный лук
aoa3:ice_bow, Ледяной лук
aoa3:infernal_bow, Адский лук
aoa3:justice_bow, Лук справедливости
aoa3:lunar_bow, Лунный лук
aoa3:mecha_bow, Механический лук
aoa3:nightmare_bow, Кошмарный лук
aoa3:poison_bow, Ядовитый лук
aoa3:predatious_bow, Хищный лук
aoa3:primordial_bow, Первобытный лук
aoa3:rosidian_bow, Розидианский лук
aoa3:runic_bow, Рунический лук
aoa3:screamer_bow, Крик-лук
aoa3:shyregem_bow, Лук из драгоценного камня шира
aoa3:skeletal_bow, Скелетный лук
aoa3:skydriver_bow, Лук небесного гонщика
aoa3:slingshot, Рогатка
aoa3:soulfire_bow, Лук духовного огня
aoa3:spectral_bow, Спектральный лук
aoa3:speed_bow, Скоростной лук
aoa3:sunshine_bow, Солнцелучный свет
aoa3:toxin_bow, Токсичный лук
aoa3:void_bow, Пустотный лук
aoa3:weaken_bow, Лук слабости 
aoa3:wither_bow, Иссушающий лук
aoa3:coral_archergun, Коралловая лучное оружие
aoa3:lunar_archergun, Лунное оружие лучника
aoa3:mecha_archergun, Механическое лучное оружие
aoa3:pyro_archergun, Пиротехнический дробовик
aoa3:rosidian_archergun, Розидианское лучное оружие
aoa3:skeletal_archergun, Скелетное лучное оружие
aoa3:spectral_archergun, Спектральное лучное оружие
aoa3:trolls_archergun, Лучное оружие тролля
aoa3:viral_archergun, Вирусное лучное оружие
aoa3:aquatic_staff, Аква-Посох
aoa3:atlantic_staff, Атлантический посох
aoa3:baron_staff, Баронский посох
aoa3:candy_staff, Конфетный посох
aoa3:celestial_staff, Небесный посох
aoa3:concussion_staff, Посох: Контузия
aoa3:coral_staff, Коралловый посох
aoa3:crystal_staff, Кристальный посох
aoa3:crystik_staff, Кристический посох
aoa3:cryston_staff, Кристонический посох
aoa3:destruction_staff, Разрушительный посох
aoa3:ember_staff, Уголетлеющий посох
aoa3:everfight_staff, Посох сражений
aoa3:evermight_staff, Посох гладиатор
aoa3:fire_staff, Огненный посох
aoa3:firefly_staff, Посох светляк
aoa3:firestorm_staff, Посох: Огненный шторм
aoa3:fungal_staff, Грибковый посох
aoa3:ghoul_staff, Гуль-Посох
aoa3:haunters_staff, Посох призрака
aoa3:hive_staff, Улей-посох
aoa3:joker_staff, Джокерный посох
aoa3:kaiyu_staff, Кайу посох
aoa3:lightning_staff, Посох молнии
aoa3:lightshine, Воссияние света
aoa3:lunar_staff, Лунный посох
aoa3:lyonic_staff, Лионический посох
aoa3:mecha_staff, Механический посох
aoa3:meteor_staff, Метеорный посох
aoa3:moonlight_staff, Посох-лунный свет
aoa3:nature_staff, Природный посох
aoa3:nightmare_staff, Кошмарный посох
aoa3:noxious_staff, Ядовитый посох
aoa3:phantom_staff, Фантомный посох
aoa3:poison_staff, Ядовитый посох
aoa3:power_staff, Посох силы
aoa3:primordial_staff, Первобытный посох
aoa3:reef_staff, Рифовый посох
aoa3:rejuvenation_staff, Омолаживающий посох
aoa3:rosidian_staff, Розидианский посох
aoa3:runic_staff, Рунический посох
aoa3:shadowlord_staff, Посох тёмного повелителя
aoa3:show_staff, Шоу-посох
aoa3:shyre_staff, Шир посох
aoa3:sky_staff, Небесный посох
aoa3:striker_staff, Нападающий посох
aoa3:sun_staff, Солнечный посох
aoa3:surge_staff, Посох всплеска
aoa3:tangle_staff, Клубок посох
aoa3:ultimatum_staff, Ультиматумный посох
aoa3:underworld_staff, Посох преисподнии
aoa3:warlock_staff, Чародейский посох
aoa3:water_staff, Водяной посох
aoa3:web_staff, Паутинный посох
aoa3:wind_staff, Посох ветра
aoa3:wither_staff, Иссушающий посох
aoa3:wizards_staff, Посох волшебника
aoa3:apoco_shower, Апокалипсисный осыпатель
aoa3:atomizer, Распылитель
aoa3:beamer, Бимер
aoa3:blast_chiller, Взрывной охладитель
aoa3:blood_drainer, Кровавый слив
aoa3:bone_blaster, Костяной бластер
aoa3:bubble_horn, Пузырный клаксон
aoa3:colour_cannon, Цветная пушка
aoa3:confetti_cannon, Конфетти-Пушка
aoa3:confetti_cluster, Конфетти-скопление
aoa3:dark_destroyer, Тёмный уничтожитель
aoa3:darkly_guster, Мрачный гастер
aoa3:death_ray, Смертельный луч
aoa3:doom_bringer, Несущий гибель
aoa3:eradicator, Ликвидатор
aoa3:experiment_w801, Эксперимент W-801
aoa3:flowercorne, Цветочный бутон
aoa3:fragment, Фрагмент
aoa3:froster, Фростер
aoa3:gas_blaster, Газовый бластер
aoa3:ghoul_gasser, Гуль-гассер
aoa3:gold_bringer, Золотой носитель
aoa3:gravity_blaster, Гравитационный бластер
aoa3:hell_horn, Адский клаксон
aoa3:illusion_revolver, Иллюзионный револьвер
aoa3:illusion_smg, Иллюзионный пистолет-пулемёт
aoa3:ion_blaster, Ион бластер
aoa3:iro_miner, Иро шахтёр
aoa3:laser_blaster, лазерный бластер
aoa3:light_blaster, Световой бластер
aoa3:light_spark, Световая искра
aoa3:luna_blaster, Лунный бластер
aoa3:mecha_blaster, Механический бластер
aoa3:mind_blaster, Разумный бластер
aoa3:moon_destroyer, Лунный уничтожитель
aoa3:moon_shiner, Лунный синяк
aoa3:odious, Одиозный
aoa3:orbocron, Сфера-О-Крон
aoa3:paralyzer, Парализатор
aoa3:party_popper, Хлопушка
aoa3:poison_plunger, Ядовитый плунжер
aoa3:power_ray, Энергетический луч
aoa3:proton, Протон
aoa3:reefer, Рефрижератор
aoa3:revolution, Революция
aoa3:seaocron, Море-О-Крон
aoa3:skullo_blaster, Скулло-бластер
aoa3:soul_drainer, Выкачиватель душ
aoa3:soul_spark, Искра души
aoa3:soul_storm, Шторм души
aoa3:spirit_shower, Душ духа
aoa3:swarmotron, Рой-О-Трон
aoa3:toxic_terrorizer, Токсичный терроризер
aoa3:vortex_blaster, Вихревой бластер
aoa3:whimsy_winder, Причудливый мотальщик
aoa3:withers_wrath, Гнев иссушителя
aoa3:abyss_stone, Бездный камень
aoa3:barathos_hellstone, Адский камень: Баратос
aoa3:baron_stone, Баронский камень
aoa3:borean_stone, Боренский камень
aoa3:creep_stone, Криперский камень
aoa3:crystevia_stone, Кристевианский камень
aoa3:deeplands_stone, Глубинный камень
aoa3:dustopia_stone, Антиутопинский камень
aoa3:gardencia_stone, Гарденсианский камень
aoa3:greckon_stone, Греконский камень
aoa3:haven_stone, Райский камень
aoa3:iromine_stone, Айровский камень
aoa3:lelyetia_stone, Лелетианский камень
aoa3:mysterium_stone, Мистеринский камень
aoa3:high_precasia_stone, Прекасианский камень
aoa3:low_precasia_stone, Прекасианский камень
aoa3:primed_stone, Грунтованный камень
aoa3:runic_stone, Рунический камень
aoa3:shyrelands_stone, Камень шир
aoa3:toxic_stone, Токсичный камень
aoa3:unstable_stone, Нестабильный камень
aoa3:borean_dirt, Боренская земля
aoa3:candyland_dirt, Засахаренная земля
aoa3:celeve_dirt, Селевская земля
aoa3:creeponia_dirt, Крипонская земля
aoa3:dustopia_dirt, Антиутопинская грязь
aoa3:gardencia_dirt, Гарденсианская грязь
aoa3:greckon_dirt, Греконская земля
aoa3:haven_dirt, Райская земля
aoa3:lunalyte_dirt, Лунолитовая земля
aoa3:lunasole_dirt, Лунная земля
aoa3:mysterium_dirt, Мистеринская земля
aoa3:toxic_dirt, Токсичная земля
aoa3:abyss_grass, Бездная трава
aoa3:borean_grass, Боренская трава
aoa3:candyland_grass, Засахаренная трава
aoa3:celeve_grass, Селевская трава
aoa3:creeponia_grass, Крипонские трава
aoa3:dustopia_grass, Антиутопинская трава
aoa3:gardencia_grass, Гарденсианская трава
aoa3:greckon_grass, Греконская трава
aoa3:haven_grass, Райская трава
aoa3:iromine_grass, Айромайн трава
aoa3:lelyetia_grass, Лелетианская трава
aoa3:lelyetia_down_grass, Перевёрнутая лелетианская трава
aoa3:lunalyte_grass, Лунолитовая трава
aoa3:lunasole_grass, Лунная трава
aoa3:mysterium_grass, Мистеринская трава
aoa3:precasia_grass, Трава прекасия
aoa3:runic_grass, Руническая трава
aoa3:shyrelands_grass, Трава шир
aoa3:toxic_grass, Токсичная трава
aoa3:amethyst_ore, Аметистовая руда
aoa3:baronyte_ore, Баронитовая руда
aoa3:blazium_ore, Блазиумная руда
aoa3:bloodstone_ore, Кроваво-каменная руда
aoa3:blue_crystal_ore, Синяя руда из самоцвета
aoa3:charged_runium_ore, Заряженная руниевая руда
aoa3:chestbone_fragments_ore, Руда с фрагментами грудной кости
aoa3:crystallite_ore, Кристаллитовая руда
aoa3:elecanium_ore, Элеканумная руда
aoa3:emberstone_ore, Уголетлеющая руда
aoa3:footbone_fragments_ore, Руда с фрагментами кости стопы
aoa3:gemenyte_ore, Геменитовая руда
aoa3:ghastly_ore, Жуткая руда
aoa3:ghoulish_ore, Омерзительная руда
aoa3:green_crystal_ore, Зелёная руда из самоцвета
aoa3:jade_ore, Нефритовая руда
